customer_id,age,tenure_months,orders,orders_last_90d,average_order_value,order_value_std,days_since_last_order,support_tickets,support_tickets_last_180d,returns,discount_order_share,newsletter_opens_last_90d,subscription_type,country,acquisition_channel,primary_device,snapshot_date,orders_in_outcome_window,churned,subscription_cancelled_at_export
CUST-011422,20.0,28.0,25,3,45.4,10.19,17.0,3.0,1,0,0.234,1,free,France,affiliate,desktop,2026-01-01,2,0,0
CUST-006664,30.0,10.6,8,2,40.26,11.5,4.0,1.0,0,2,0.007,7,free,Spain,affiliate,mobile,2026-01-01,3,0,0
CUST-000049,43.0,24.7,7,0,48.29,14.95,527.0,9.0,3,2,0.139,1,basic,United Kingdom,organic,mobile,2026-01-01,0,1,0
CUST-006881,54.0,12.0,8,4,65.89,27.44,16.0,3.0,1,0,0.0,2,free,uk,organic,desktop,2026-01-01,1,0,0
CUST-006922,41.0,16.8,0,0,,,-1.0,0.0,0,0,,6,free,Ireland,affiliate,mobile,2026-01-01,0,1,1
CUST-010931,26.0,12.2,11,5,31.61,2.13,11.0,0.0,0,6,0.203,2,free,Ireland,organic,mobile,2026-01-01,2,0,0
CUST-009403,25.0,35.2,66,5,55.13,10.2,52.0,3.0,1,13,0.268,8,basic,United Kingdom,paid_search,desktop,2026-01-01,5,0,0
CUST-008679,50.0,21.4,32,1,61.31,27.84,9.0,13.0,2,9,0.305,3,free,GB,organic,mobile,2026-01-01,3,0,0
CUST-009245,21.0,27.3,2,0,43.61,11.55,801.0,7.0,1,0,0.167,3,free,Ireland,social,mobile,2026-01-01,0,1,0
CUST-004096,22.0,20.1,16,5,50.59,26.19,14.0,,0,0,0.294,5,basic,Spain,organic,mobile,2026-01-01,1,0,0
CUST-002690,42.0,35.3,10,0,89.53,43.41,609.0,3.0,0,1,0.052,1,free,Netherlands,social,mobile,2026-01-01,0,1,1
CUST-009414,40.0,4.0,4,2,31.29,8.5,4.0,0.0,0,0,0.288,9,free,Spain,referral,desktop,2026-01-01,6,0,0
CUST-010581,,26.8,134,15,80.14,26.71,24.0,9.0,2,6,0.564,7,premium,Netherlands,affiliate,desktop,2026-01-01,18,0,0
CUST-006597,46.0,31.1,30,5,48.73,3.65,2.0,2.0,0,0,0.196,5,basic,Poland,organic,mobile,2026-01-01,2,0,0
CUST-002374,45.0,14.9,21,3,123.32,29.03,3.0,2.0,2,8,0.17,6,free,Germany,organic,desktop,2026-01-01,2,0,0
CUST-007659,35.0,23.2,15,1,31.7,9.76,22.0,1.0,0,4,0.094,5,free,France,social,desktop,2026-01-01,0,1,1
CUST-002759,22.0,13.6,4,1,30.04,10.63,93.0,1.0,0,0,0.439,4,free,Germany,social,mobile,2026-01-01,0,1,0
CUST-011320,22.0,27.1,47,7,65.87,21.81,39.0,2.0,1,5,0.163,7,FREE,Poland,organic,mobile,2026-01-01,5,0,0
CUST-006861,18.0,26.4,18,2,126.8,74.0,12.0,25.0,3,0,0.012,3,basic,France,organic,desktop,2026-01-01,0,1,0
CUST-005726,18.0,12.1,17,4,58.94,24.78,5.0,0.0,0,0,0.309,5,free,United Kingdom,paid_search,tablet,2026-01-01,3,0,0
CUST-008880,,11.5,4,0,38.41,16.96,4.0,4.0,3,1,0.0,2,free,Netherlands,organic,mobile,2026-01-01,0,1,0
CUST-003881,22.0,31.2,37,1,49.38,11.2,12.0,2.0,0,6,0.35,8,basic,United Kingdom,paid_search,mobile,2026-01-01,5,0,0
CUST-008072,65.0,14.7,9,4,47.57,17.51,9.0,0.0,0,0,0.274,8,basic,Spain,social,mobile,2026-01-01,2,0,0
CUST-009851,42.0,7.6,1,1,59.14,0.0,154.0,1.0,1,0,0.176,2,free,DE,paid_search,mobile,2026-01-01,0,1,1
CUST-011276,45.0,25.9,16,0,52.54,14.53,93.0,0.0,0,1,0.281,6,free,France,paid_search,desktop,2026-01-01,2,0,0
CUST-005500,40.0,2.1,3,1,52.56,20.98,7.0,0.0,0,0,0.345,4,basic,Germany,paid_search,desktop,2026-01-01,5,0,0
CUST-011385,35.0,9.4,12,5,49.54,10.42,21.0,0.0,0,1,0.299,1,free,United Kingdom,affiliate,mobile,2026-01-01,6,0,0
CUST-003946,38.0,26.6,28,2,41.12,20.49,30.0,12.0,1,0,0.152,2,basic,United Kingdom,referral,desktop,2026-01-01,5,0,0
CUST-010265,26.0,24.0,10,0,53.85,14.07,312.0,4.0,2,1,0.232,2,FREE,Poland,affiliate,desktop,2026-01-01,0,1,1
CUST-002165,28.0,34.4,8,0,31.86,10.98,988.0,2.0,0,0,0.064,1,free,Germany,social,mobile,2026-01-01,0,1,1
CUST-002887,38.0,33.6,1,0,68.32,0.0,949.0,17.0,2,0,0.444,0,free,United Kingdom,paid_search,mobile,2026-01-01,0,1,1
CUST-006822,37.0,24.0,34,9,76.64,39.67,12.0,2.0,0,5,0.055,5,free,United Kingdom,social,tablet,2026-01-01,7,0,0
CUST-008901,33.0,5.6,1,1,70.36,0.0,52.0,0.0,0,0,0.424,4,free,Netherlands,social,mobile,2026-01-01,0,1,0
CUST-000517,41.0,31.8,36,2,35.56,13.41,45.0,1.0,0,5,0.125,5,basic,Spain,affiliate,mobile,2026-01-01,3,0,0
CUST-009591,46.0,9.1,14,4,78.09,20.13,27.0,0.0,0,1,0.446,0,basic,France,social,mobile,2026-01-01,4,0,0
CUST-011193,19.0,24.7,15,0,39.29,17.77,21.0,0.0,0,4,0.097,8,basic,United Kingdom,paid_search,mobile,2026-01-01,1,0,0
CUST-000173,46.0,28.0,100,19,54.74,18.03,5.0,1.0,0,2,0.062,7,premium,DE,social,mobile,2026-01-01,15,0,0
CUST-000640,33.0,34.2,190,13,84.04,43.87,3.0,0.0,0,2,0.025,7,premium,Germany,referral,tablet,2026-01-01,9,0,0
CUST-000748,18.0,12.0,31,6,114.49,50.46,0.0,1.0,0,2,0.223,5,free,France,affiliate,desktop,2026-01-01,12,0,0
CUST-006562,42.0,24.2,16,2,69.75,17.05,60.0,0.0,0,2,0.549,3,free,United Kingdom,paid_search,mobile,2026-01-01,3,0,0
CUST-001144,36.0,30.5,49,2,31.48,9.9,5.0,5.0,2,2,0.174,8,basic,United Kingdom,organic,mobile,2026-01-01,2,0,0
CUST-008858,40.0,9.3,6,4,54.27,20.44,71.0,0.0,0,2,0.199,1,free,United Kingdom,organic,desktop,2026-01-01,2,0,0
CUST-007485,45.0,1.9,2,0,68.76,24.15,1.0,1.0,1,0,0.059,3,free,germany,paid_search,mobile,2026-01-01,1,0,0
CUST-010294,28.0,32.3,27,1,59.78,19.31,80.0,2.0,1,1,0.707,1,free,France,social,mobile,2026-01-01,0,1,1
CUST-001833,,21.6,31,5,77.36,12.84,12.0,1.0,0,3,0.546,4,basic,United Kingdom,paid_search,mobile,2026-01-01,3,0,0
CUST-007773,27.0,21.2,1,0,52.53,0.0,604.0,0.0,0,0,0.165,1,free,France,social,mobile,2026-01-01,0,1,1
CUST-009215,45.0,32.3,163,15,45.44,24.94,2.0,2.0,0,29,0.209,3,premium,United Kingdom,affiliate,mobile,2026-01-01,16,0,0
CUST-003687,51.0,4.7,4,1,71.93,11.65,35.0,0.0,0,0,0.399,1,basic,Ireland,social,desktop,2026-01-01,2,0,0
CUST-009330,18.0,21.2,22,0,28.48,11.95,2.0,3.0,0,5,0.237,3,basic,United Kingdom,referral,mobile,2026-01-01,3,0,0
CUST-010079,56.0,34.3,5,0,58.04,9.46,964.0,0.0,0,1,0.194,10,basic,United Kingdom,organic,mobile,2026-01-01,0,1,1
CUST-004538,,26.3,41,1,44.4,3.38,80.0,0.0,0,0,0.324,4,free,Netherlands,referral,mobile,2026-01-01,0,1,0
CUST-006260,45.0,34.0,96,7,51.96,16.55,5.0,4.0,0,2,0.33,2,free,Netherlands,organic,mobile,2026-01-01,10,0,0
CUST-010803,38.0,10.0,2,0,60.88,27.35,280.0,0.0,0,0,0.436,5,free,United Kingdom,referral,mobile,2026-01-01,0,1,1
CUST-000835,32.0,30.8,1,0,52.26,0.0,845.0,18.0,3,0,0.33,0,FREE,DE,social,mobile,2026-01-01,0,1,0
CUST-002487,44.0,9.5,88,25,87.65,20.09,2.0,3.0,1,4,0.0,2,premium,Poland,social,mobile,2026-01-01,28,0,0
CUST-009198,37.0,12.6,71,15,72.24,26.41,4.0,2.0,2,2,0.109,5,basic,United Kingdom ,social,desktop,2026-01-01,19,0,0
CUST-011266,36.0,15.7,17,3,59.57,10.87,21.0,4.0,1,3,0.146,8,basic,France,social,mobile,2026-01-01,3,0,0
CUST-006903,47.0,29.4,38,4,41.42,15.69,25.0,0.0,0,0,0.163,3,free,Netherlands,affiliate,mobile,2026-01-01,1,0,0
CUST-005734,43.0,15.3,12,1,32.07,11.86,1.0,4.0,1,0,0.0,4,free,UK,organic,tablet,2026-01-01,1,0,0
CUST-010837,56.0,16.9,17,5,111.36,25.14,8.0,1.0,0,0,0.205,1,basic,Germany,organic,mobile,2026-01-01,2,0,0
CUST-007112,39.0,28.9,15,0,34.58,10.55,61.0,1.0,0,1,0.171,2,free,uk,organic,mobile,2026-01-01,0,1,1
CUST-000066,38.0,12.4,19,8,61.61,30.13,18.0,2.0,2,1,0.26,5,basic,Ireland,organic,desktop,2026-01-01,2,0,0
CUST-005427,32.0,29.9,8,2,56.58,16.75,222.0,1.0,1,1,0.171,12,free,Netherlands,paid_search,desktop,2026-01-01,2,0,0
CUST-005071,51.0,32.8,47,2,54.17,19.86,7.0,14.0,0,5,0.132,2,basic,Poland,affiliate,mobile,2026-01-01,7,0,0
CUST-008360,42.0,32.4,20,0,67.72,22.83,655.0,3.0,0,1,0.701,1,basic,DE,organic,desktop,2026-01-01,0,1,0
CUST-002025,42.0,3.5,22,19,86.47,29.71,1.0,0.0,0,0,0.46,10,premium,United Kingdom,paid_search,desktop,2026-01-01,9,0,0
CUST-011056,42.0,7.9,12,3,41.03,13.55,2.0,1.0,0,2,0.275,10,free,United Kingdom,organic,desktop,2026-01-01,2,0,0
CUST-000355,59.0,34.9,24,1,46.46,9.63,9.0,10.0,1,2,0.47,5,free,United Kingdom,paid_search,mobile,2026-01-01,3,0,0
CUST-006168,41.0,28.3,7,0,51.16,18.65,530.0,2.0,0,1,0.59,1,BASIC,Poland,paid_search,mobile,2026-01-01,0,1,0
CUST-004763,33.0,4.4,3,1,41.62,10.53,16.0,8.0,8,0,0.655,1,basic,United Kingdom,organic,mobile,2026-01-01,1,0,0
CUST-009845,18.0,26.4,13,0,39.92,8.36,104.0,0.0,0,2,0.207,6,free,Ireland,organic,mobile,2026-01-01,2,0,0
CUST-009965,36.0,23.7,17,4,59.05,7.04,5.0,3.0,0,4,0.0,2,free,Germany,organic,mobile,2026-01-01,2,0,0
CUST-006249,52.0,3.2,4,4,94.87,35.97,6.0,2.0,2,0,0.033,1,basic,France,affiliate,desktop,2026-01-01,3,0,0
CUST-006555,53.0,15.5,30,4,88.79,32.32,28.0,2.0,1,7,0.046,6,premium,Poland,paid_search,mobile,2026-01-01,6,0,0
CUST-007349,24.0,33.3,29,3,45.71,14.46,21.0,1.0,0,4,0.098,3,free,France,social,tablet,2026-01-01,1,0,0
CUST-004569,48.0,11.8,22,10,62.34,29.05,1.0,6.0,2,0,0.194,5,premium,United Kingdom,organic,desktop,2026-01-01,8,0,0
CUST-003128,48.0,32.8,57,7,48.78,13.42,9.0,10.0,3,3,0.499,4,free,France,paid_search,desktop,2026-01-01,6,0,0
CUST-004899,27.0,27.5,17,2,51.7,18.81,5.0,10.0,3,2,0.104,4,free,United Kingdom,paid_search,tablet,2026-01-01,0,1,0
CUST-000310,53.0,4.8,1,1,59.1,0.0,103.0,1.0,1,1,0.0,6,free,Spain,organic,mobile,2026-01-01,0,1,0
CUST-011548,39.0,19.4,18,0,120.52,65.64,319.0,2.0,0,9,0.243,2,basic,Netherlands,social,mobile,2026-01-01,0,1,1
CUST-006045,67.0,21.7,153,22,60.77,17.28,15.0,15.0,3,1,0.243,1,premium,United Kingdom,affiliate,mobile,2026-01-01,15,0,0
CUST-005961,58.0,7.1,3,2,44.04,21.23,74.0,1.0,1,0,0.237,0,free,Germany,organic,mobile,2026-01-01,1,0,0
CUST-004355,59.0,17.9,117,10,115.24,33.67,1.0,4.0,0,9,0.446,3,PREMIUM,germany,referral,mobile,2026-01-01,15,0,0
CUST-007854,31.0,19.7,1,0,55.31,0.0,567.0,6.0,1,0,0.332,2,basic,Germany,social,desktop,2026-01-01,0,1,1
CUST-005539,39.0,29.5,108,7,47.17,24.77,6.0,6.0,2,16,0.228,4,premium,Netherlands,social,desktop,2026-01-01,5,0,0
CUST-007768,38.0,17.2,30,3,83.59,27.41,64.0,7.0,3,4,0.445,3,free,Germany,social,desktop,2026-01-01,5,0,0
CUST-011421,49.0,20.0,33,5,75.19,22.09,6.0,3.0,1,3,0.218,5,free,France,affiliate,desktop,2026-01-01,8,0,0
CUST-002584,47.0,24.0,11,1,38.03,4.79,6.0,1.0,0,1,0.398,5,free,United Kingdom,social,mobile,2026-01-01,2,0,0
CUST-005596,35.0,13.3,9,4,77.19,25.75,87.0,0.0,0,2,0.089,3,free,United Kingdom,organic,desktop,2026-01-01,5,0,0
CUST-002771,24.0,24.1,18,2,69.69,20.53,30.0,0.0,0,3,0.349,1,FREE,United Kingdom,paid_search,mobile,2026-01-01,3,0,0
CUST-004813,29.0,19.4,28,4,80.22,25.43,4.0,0.0,0,2,0.141,4,basic,uk,organic,mobile,2026-01-01,1,0,0
CUST-008869,51.0,27.1,3,0,49.95,20.9,809.0,1.0,1,0,0.198,2,free,France,paid_search,desktop,2026-01-01,0,1,0
CUST-008377,35.0,6.8,3,0,24.45,5.12,97.0,0.0,0,0,0.444,4,free,United Kingdom,affiliate,mobile,2026-01-01,0,1,1
CUST-005973,30.0,18.4,10,4,43.86,14.04,36.0,14.0,2,2,0.775,4,basic,Poland,social,mobile,2026-01-01,1,0,0
CUST-003210,44.0,9.2,12,3,35.45,13.6,2.0,3.0,3,3,0.198,0,free,Spain,paid_search,desktop,2026-01-01,2,0,0
CUST-010158,68.0,13.2,17,4,73.21,26.65,7.0,0.0,0,3,0.313,3,PREMIUM,Ireland,organic,mobile,2026-01-01,2,0,0
CUST-003906,50.0,27.7,13,2,64.87,34.6,14.0,1.0,0,0,0.61,10,free,Spain,social,desktop,2026-01-01,2,0,0
CUST-010409,44.0,13.9,31,4,130.78,34.12,3.0,1.0,0,7,0.411,5,premium,Netherlands,social,desktop,2026-01-01,4,0,0
CUST-011829,43.0,22.9,26,2,61.7,17.46,10.0,6.0,3,0,0.172,1,basic,Germany,organic,desktop,2026-01-01,4,0,0
CUST-006430,,6.1,5,0,60.69,21.88,33.0,1.0,0,1,0.49,3,basic,germany,organic,mobile,2026-01-01,1,0,0
CUST-006506,18.0,10.4,40,8,145.82,45.23,13.0,0.0,0,3,0.186,2,premium,UK,referral,mobile,2026-01-01,13,0,0
CUST-002380,47.0,23.9,13,0,59.08,21.95,83.0,1.0,1,3,0.321,2,FREE,Germany,organic,mobile,2026-01-01,2,0,0
CUST-008577,32.0,21.2,20,1,49.42,19.59,32.0,5.0,1,1,0.029,12,free,France,organic,mobile,2026-01-01,2,0,0
CUST-006551,47.0,20.4,20,4,46.6,12.63,36.0,1.0,0,3,0.408,1,free,France,paid_search,mobile,2026-01-01,1,0,0
CUST-004170,49.0,24.6,0,0,,,-1.0,2.0,0,0,,2,FREE,United Kingdom,social,desktop,2026-01-01,0,1,1
CUST-011712,48.0,29.7,59,0,58.0,20.48,206.0,1.0,1,7,0.56,1,PREMIUM,Germany,paid_search,mobile,2026-01-01,0,1,0
CUST-003429,40.0,28.3,47,4,63.43,21.32,1.0,3.0,0,8,0.242,10,premium,Spain,social,mobile,2026-01-01,5,0,0
CUST-004422,33.0,35.9,24,1,69.69,31.83,13.0,0.0,0,9,0.678,8,free,UK,organic,mobile,2026-01-01,2,0,0
CUST-001102,29.0,17.4,15,3,34.12,14.29,71.0,0.0,0,0,0.533,6,FREE,United Kingdom,organic,mobile,2026-01-01,2,0,0
CUST-006335,45.0,3.3,1,0,68.67,0.0,59.0,0.0,0,0,0.202,2,basic,UK,affiliate,desktop,2026-01-01,0,1,1
CUST-005329,33.0,7.4,10,3,74.97,17.01,6.0,0.0,0,0,0.071,5,free,Netherlands,organic,desktop,2026-01-01,3,0,0
CUST-011728,61.0,26.7,15,3,28.86,11.66,79.0,1.0,1,2,0.091,6,free,Poland,social,mobile,2026-01-01,6,0,0
CUST-003251,45.0,12.8,3,0,54.31,11.73,44.0,1.0,0,0,0.352,5,free,United Kingdom,paid_search,mobile,2026-01-01,3,0,0
CUST-004410,51.0,12.3,10,3,57.49,21.79,16.0,1.0,1,2,0.226,5,free,GB,organic,desktop,2026-01-01,4,0,0
CUST-004141,36.0,26.4,26,0,43.2,17.09,6.0,4.0,1,2,0.05,2,FREE,United Kingdom,organic,desktop,2026-01-01,0,1,1
CUST-003558,24.0,13.1,7,4,42.74,19.81,14.0,2.0,2,1,0.621,7,free,France,social,mobile,2026-01-01,2,0,0
CUST-008310,,21.3,36,3,33.27,6.06,32.0,1.0,1,4,0.212,5,basic,Germany,paid_search,desktop,2026-01-01,2,0,0
CUST-000119,28.0,9.6,4,4,66.54,26.11,103.0,2.0,2,0,0.117,11,free,Ireland,organic,mobile,2026-01-01,5,0,0
CUST-002023,30.0,24.0,4,0,34.63,18.89,127.0,3.0,1,0,0.242,3,free,Poland,referral,mobile,2026-01-01,2,0,0
CUST-004599,39.0,34.4,44,3,37.56,14.78,25.0,7.0,0,0,0.119,3,basic,United Kingdom,organic,mobile,2026-01-01,6,0,0
CUST-009355,,15.3,50,10,108.39,17.06,21.0,0.0,0,0,0.23,0,BASIC,GB,affiliate,desktop,2026-01-01,12,0,0
CUST-010663,29.0,10.1,3,0,50.64,18.78,231.0,0.0,0,0,0.246,2,basic,United Kingdom,paid_search,mobile,2026-01-01,0,1,1
CUST-010764,47.0,25.3,74,6,76.22,33.52,2.0,4.0,1,12,0.141,2,basic,United Kingdom,paid_search,mobile,2026-01-01,8,0,0
CUST-008963,31.0,31.9,41,3,99.28,36.37,8.0,8.0,1,0,0.212,4,free,United Kingdom,social,desktop,2026-01-01,2,0,0
CUST-005668,18.0,29.9,12,1,72.7,17.87,57.0,10.0,2,1,0.33,2,basic,Ireland,social,mobile,2026-01-01,1,0,0
CUST-004682,59.0,6.9,9,1,45.71,10.12,3.0,0.0,0,4,0.328,7,free,Netherlands,paid_search,mobile,2026-01-01,6,0,0
CUST-008328,39.0,14.8,11,0,37.85,7.68,92.0,1.0,1,0,0.579,8,free,United Kingdom,organic,desktop,2026-01-01,0,1,0
CUST-007670,31.0,11.1,22,3,33.6,11.36,3.0,2.0,2,3,0.421,2,free,Spain,social,mobile,2026-01-01,9,0,0
CUST-004274,53.0,12.0,4,1,40.26,10.58,28.0,0.0,0,1,0.571,7,free,Germany,affiliate,mobile,2026-01-01,0,1,0
CUST-011956,,13.0,18,1,43.77,12.91,14.0,0.0,0,2,0.193,1,FREE,United Kingdom,referral,mobile,2026-01-01,4,0,0
CUST-000088,51.0,11.9,39,8,78.89,28.06,14.0,0.0,0,0,0.48,2,premium,United Kingdom,social,tablet,2026-01-01,9,0,0
CUST-010337,28.0,9.7,11,0,48.15,18.25,6.0,0.0,0,0,0.246,1,free,United Kingdom,affiliate,mobile,2026-01-01,3,0,0
CUST-003383,22.0,34.6,8,0,52.86,17.5,724.0,14.0,1,3,0.0,2,free,Germany,organic,mobile,2026-01-01,0,1,1
CUST-007567,41.0,15.6,11,3,70.91,23.17,51.0,7.0,3,0,0.235,8,FREE,germany,affiliate,mobile,2026-01-01,3,0,0
CUST-000404,18.0,35.0,11,0,53.26,20.78,719.0,6.0,0,4,0.233,5,free,France,social,mobile,2026-01-01,0,1,1
CUST-011979,43.0,34.3,40,2,68.88,26.58,13.0,3.0,1,7,0.488,5,free,Ireland,organic,mobile,2026-01-01,2,0,0
CUST-003351,26.0,6.5,8,1,64.0,14.59,65.0,1.0,1,1,0.509,1,free,Netherlands,organic,desktop,2026-01-01,0,1,0
CUST-010238,,2.9,5,5,60.88,30.64,2.0,0.0,0,0,0.139,3,premium,Germany,referral,mobile,2026-01-01,1,0,0
CUST-005124,44.0,24.7,34,6,57.24,17.27,1.0,4.0,0,5,0.109,0,BASIC,United Kingdom,organic,mobile,2026-01-01,4,0,0
CUST-008682,23.0,5.4,2,2,51.07,20.09,53.0,0.0,0,0,0.234,1,free,Netherlands,social,mobile,2026-01-01,3,0,0
CUST-002242,39.0,24.2,12,0,99.45,21.87,389.0,,0,3,0.318,7,free,Poland,paid_search,desktop,2026-01-01,0,1,1
CUST-008779,53.0,6.1,3,3,46.34,12.41,7.0,1.0,1,1,0.042,4,free,Ireland,referral,mobile,2026-01-01,6,0,0
CUST-007950,46.0,3.6,2,2,88.14,21.31,47.0,1.0,1,0,0.212,6,free,Germany,referral,desktop,2026-01-01,3,0,0
CUST-001028,47.0,10.8,5,2,23.63,5.11,111.0,1.0,1,0,0.405,14,free,United Kingdom,paid_search,mobile,2026-01-01,0,1,1
CUST-011934,42.0,28.0,15,0,46.56,14.59,359.0,6.0,0,6,0.227,1,basic,Poland,social,mobile,2026-01-01,0,1,0
CUST-006201,22.0,33.8,63,0,63.16,21.72,655.0,18.0,2,3,0.626,6,premium,Ireland,referral,mobile,2026-01-01,0,1,1
CUST-002437,,23.3,65,0,40.38,11.57,330.0,0.0,0,6,0.304,2,premium,Germany,organic,mobile,2026-01-01,0,1,1
CUST-011047,18.0,16.8,19,0,78.29,29.48,16.0,2.0,2,0,0.759,3,FREE,United Kingdom,organic,desktop,2026-01-01,1,0,0
CUST-008311,18.0,2.8,3,3,38.43,21.3,10.0,2.0,2,0,0.389,0,free,United Kingdom,organic,tablet,2026-01-01,0,1,1
CUST-001279,21.0,1.2,1,0,86.19,0.0,32.0,0.0,0,0,0.656,4,free,France,affiliate,mobile,2026-01-01,4,0,0
CUST-007465,37.0,16.7,4,1,36.74,6.95,8.0,0.0,0,1,0.223,2,FREE,Spain,organic,mobile,2026-01-01,1,0,0
CUST-007705,41.0,33.8,27,1,25.87,6.86,5.0,6.0,1,1,0.909,1,free,United Kingdom,referral,desktop,2026-01-01,1,0,0
CUST-001426,20.0,29.5,3,0,56.05,19.34,432.0,6.0,1,0,0.151,4,free,uk,organic,mobile,2026-01-01,0,1,0
CUST-009072,42.0,4.1,2,2,97.41,25.35,44.0,,0,1,0.167,3,premium,Ireland,paid_search,mobile,2026-01-01,11,0,0
CUST-001503,19.0,9.0,36,0,60.28,32.03,12.0,0.0,0,0,0.623,1,basic,United Kingdom,paid_search,desktop,2026-01-01,9,0,0
CUST-011978,18.0,34.2,34,0,74.69,18.52,105.0,,0,3,0.23,5,basic,Poland,affiliate,desktop,2026-01-01,0,1,1
CUST-010532,62.0,2.7,1,1,19.9,0.0,47.0,1.0,1,0,0.389,7,free,uk,organic,mobile,2026-01-01,1,0,0
CUST-010076,59.0,7.6,5,3,43.5,14.22,24.0,1.0,1,1,0.379,1,free,DE,social,mobile,2026-01-01,2,0,0
CUST-010551,44.0,35.4,37,5,42.57,13.86,28.0,1.0,0,1,0.047,5,free,GB,social,mobile,2026-01-01,2,0,0
CUST-000679,27.0,19.3,5,1,57.31,25.18,170.0,1.0,0,1,0.12,4,basic,United Kingdom,social,mobile,2026-01-01,1,0,0
CUST-011622,37.0,19.0,10,3,95.13,33.68,3.0,1.0,1,0,0.221,5,free,GB,paid_search,mobile,2026-01-01,1,0,0
CUST-008829,42.0,22.9,20,1,42.99,17.27,7.0,1.0,0,1,0.034,2,free,Germany,referral,mobile,2026-01-01,1,0,0
CUST-007128,43.0,7.4,2,2,59.77,21.84,58.0,1.0,1,0,0.147,1,free,France,affiliate,mobile,2026-01-01,4,0,0
CUST-005970,18.0,3.3,1,1,45.95,0.0,16.0,2.0,2,0,0.365,1,free,United Kingdom,affiliate,mobile,2026-01-01,0,1,1
CUST-001071,53.0,24.6,31,3,97.23,38.18,5.0,,0,5,0.196,2,free,Spain,referral,desktop,2026-01-01,2,0,0
CUST-005350,34.0,21.3,13,2,50.97,25.98,14.0,0.0,0,2,0.374,3,free,Poland,organic,mobile,2026-01-01,4,0,0
CUST-002481,48.0,23.8,11,0,49.21,14.39,286.0,0.0,0,0,0.485,0,free,United Kingdom,organic,tablet,2026-01-01,0,1,0
CUST-010218,44.0,18.8,17,5,47.91,14.68,13.0,0.0,0,1,0.14,0,free,DE,organic,desktop,2026-01-01,2,0,0
CUST-003393,27.0,28.8,7,0,45.84,18.19,714.0,8.0,0,3,0.165,5,free,France,paid_search,mobile,2026-01-01,0,1,1
CUST-001100,44.0,16.1,5,0,28.66,10.41,264.0,1.0,1,0,0.184,3,free,United Kingdom ,social,mobile,2026-01-01,0,1,1
CUST-011698,34.0,4.5,6,3,68.03,16.54,2.0,0.0,0,0,0.598,5,basic,Netherlands,referral,mobile,2026-01-01,4,0,0
CUST-007913,46.0,8.0,3,3,66.28,23.03,109.0,3.0,3,0,0.317,1,basic,Ireland,organic,tablet,2026-01-01,2,0,0
CUST-000419,47.0,11.3,5,2,108.82,22.27,70.0,0.0,0,0,0.022,3,basic,Ireland,organic,desktop,2026-01-01,1,0,0
CUST-007357,64.0,11.4,13,5,30.78,4.06,17.0,0.0,0,0,0.325,1,free,GB,organic,mobile,2026-01-01,3,0,0
CUST-005323,33.0,25.1,0,0,,,-1.0,0.0,0,0,,0,free,germany,affiliate,tablet,2026-01-01,0,1,0
CUST-001948,40.0,33.0,35,4,45.35,19.42,9.0,0.0,0,3,0.159,1,free,Germany,paid_search,mobile,2026-01-01,2,0,0
CUST-003337,61.0,19.3,4,0,51.94,16.57,365.0,0.0,0,0,0.396,1,free,germany,referral,mobile,2026-01-01,0,1,0
CUST-002300,54.0,32.2,15,1,26.52,8.47,6.0,1.0,0,0,0.328,10,free,Germany,organic,mobile,2026-01-01,3,0,0
CUST-006889,56.0,4.5,4,2,44.54,13.8,35.0,0.0,0,3,0.686,3,free,Ireland,social,mobile,2026-01-01,1,0,0
CUST-009294,45.0,33.1,9,0,40.2,12.93,37.0,9.0,1,0,0.243,1,free,Germany,organic,mobile,2026-01-01,3,0,0
CUST-001484,18.0,4.9,24,22,31.33,13.81,8.0,1.0,1,0,0.092,2,PREMIUM,Netherlands,paid_search,mobile,2026-01-01,26,0,0
CUST-000209,60.0,10.2,13,5,41.63,15.98,3.0,0.0,0,0,0.143,4,free,United Kingdom,social,desktop,2026-01-01,5,0,0
CUST-007628,46.0,3.1,4,4,43.09,7.62,29.0,2.0,2,0,0.338,5,basic,United Kingdom,referral,mobile,2026-01-01,10,0,0
CUST-007976,29.0,17.3,4,2,29.56,12.55,68.0,0.0,0,0,0.493,7,basic,Netherlands,referral,tablet,2026-01-01,1,0,0
CUST-005563,51.0,28.5,29,6,46.95,10.79,24.0,0.0,0,0,0.53,6,free,Germany,affiliate,tablet,2026-01-01,4,0,0
CUST-011948,45.0,35.8,3,0,43.11,22.4,1003.0,5.0,0,0,0.393,2,FREE,France,social,mobile,2026-01-01,0,1,1
CUST-000529,40.0,33.0,40,2,89.15,36.38,68.0,3.0,1,0,0.335,4,basic,DE,affiliate,desktop,2026-01-01,3,0,0
CUST-000780,31.0,30.7,9,0,27.61,3.31,6.0,1.0,0,0,0.278,5,FREE,Spain,organic,mobile,2026-01-01,1,0,0
CUST-000723,45.0,30.5,62,9,42.2,13.18,8.0,2.0,0,8,0.356,4,basic,Germany,paid_search,mobile,2026-01-01,6,0,0
CUST-009308,29.0,5.3,10,7,39.91,14.78,5.0,1.0,1,1,0.232,2,free,Netherlands,organic,desktop,2026-01-01,7,0,0
CUST-001861,28.0,26.8,21,2,24.2,9.13,16.0,3.0,0,1,0.305,4,free,France,organic,mobile,2026-01-01,0,1,0
